cleveland,Donovan,Mitchell,Донован,Митчелл,45,SG,33.2
detroit,Jalen,Duren,Джейлен,Дюрен,0,C,4.3
detroit,Cade,Cunningham,Кейд,Каннингем,2,PG,11.1
detroit,Jontay,Porter,Джонтэй,Портер,4,C,2.0
detroit,Monte,Morris,Монте,Моррис,5,PG,9.8
detroit,Killian,Hayes,Киллиан,Хэйс,7,PG,7.4
detroit,Jared,Rhoden,Джаред,Роден,8,SG,TW
detroit,Zavier,Simpson,Завьер,Симпсон,9,PG,1.8
detroit,Isaiah,Livers,Айзейя,Ливерс,12,SF,1.8
detroit,James,Wiseman,Джеймс,Уайзмен,13,C,12.1
detroit,Alec,Burks,Алек,Беркс,14,PG,10.5
detroit,Jaden,Ivey,Джейден,Айви,23,SG,7.6
detroit,Buddy,Boeheim,Бадди,Бейхайм,27,SG,1.8
detroit,Isaiah,Stewart,Айзейя,Стюарт,28,C,5.3
detroit,Joe,Harris,Джо,Харрис,31,SF,19.9
detroit,Marvin,Bagley,Марвин,Бэгли,35,PF,12.5
detroit,Bojan,Bogdanovic,Боян,Богданович,44,SF,20.0
indiana,Tyrese,Haliburton,Тайриз,Халибертон,0,PG,5.8
indiana,Bennedict,Mathurin,Беннедикт,Матурен,00,SG,6.9
indiana,Obi,Toppin,Оби,Топпин,01,PF,6.8
indiana,Andrew,Nembhard,Эндрю,Нембард,2,PG,2.1
indiana,Jarace,Walker,Джарас,Уокер,5,PF,6.1
indiana,Buddy,Hield,Бадди,Хилд,7,SG,19.3
indiana,T.J.,McConnell,ТиДжей,Макконнелл,9,PG,8.7
indiana,Kendall,Brown,Кендалл,Браун,10,SF,TW
indiana,Bruce,Brown,Брюс,Браун,11,SF,22.0
indiana,Jordan,Nwora,Джордан,Нвора,13,SF,3.0
indiana,Isaiah,Wong,Айзейя,Вонг,21,PG,TW
indiana,Isaiah,Jackson,Айзейя,Джексон,22,PF,2.7
indiana,Aaron,Nesmith,Аарон,Несмит,23,SF,5.6
indiana,Jalen,Smith,Джейлен,Смит,25,PF,5.0
indiana,Ben,Sheppard,Бен,Шеппард,26,SG,2.5
indiana,Daniel,Theis,Даниэль,Тайс,27,C,9.1
indiana,Myles,Turner,Майлз,Тернер,33,C,20.0
indiana,Oscar,Tshiebwe,Оскар,Тшибве,44,C,TW
milwaukee,MarJon,Beauchamp,Маржон,Боучэмп,0,SF,2.6
milwaukee,Malik,Beasley,Малик,Бизли,5,SG,2.0
milwaukee,Chris,Livingston,Крис,Ливингстон,7,SF,2.0
milwaukee,Bobby,Portis,Бобби,Портис,9,C,11.7
milwaukee,Brook,Lopez,Брук,Лопес,11,C,25.0
milwaukee,AJ,Green,Эйджей,Грин,20,SG,1.9
milwaukee,Khris,Middleton,Крис,Миддлтон,22,SF,29.3
milwaukee,Pat,Connaughton,Пэт,Коннотон,24,SG,9.4
milwaukee,Lindell,Wigginton,Линделл,Виггинтон,28,PG,TW
milwaukee,Robin,Lopez,Робин,Лопес,33,C,2.0
milwaukee,Giannis,Antetokounmpo,Яннис,Адетокумбо,34,PF,45.6
milwaukee,Thanasis,Antetokounmpo,Танасис,Адетокумбо,43,PF,2.0
milwaukee,Andre,Jackson Jr.,Андре,Джексон,44,SG,1.1
milwaukee,Jae,Crowder,Джей,Краудер,99,PF,2.0
atlanta,Bruno,Fernando,Бруно,Фернандо,0,C,2.6
atlanta,Jalen,Johnson,Джайлен,Джонсон,1,SF,2.9
atlanta,Trent,Forrest,Трент,Форрест,2,PG,TW
atlanta,Dejounte,Murray,Деджонте,Мюррэй,5,SG,18.2
atlanta,Patty,Mills,Пэтти,Миллс,8,PG,6.8
atlanta,Trae,Young,Трэй,Янг,11,PG,40.1
atlanta,De'Andre,Hunter,Дэандре,Хантер,12,SF,20.1
atlanta,Bogdan,Bogdanovic,Богдан,Богданович,13,SG,18.7
atlanta,AJ,Griffin,Эйджей,Гриффин,14,SF,3.7
atlanta,Clint,Capela,Клинт,Капела,15,C,20.6
atlanta,Onyeka,Okongwu,Оньека,Оконгву,17,C,8.1
atlanta,Wesley,Matthews,Уэс,Метьюз,23,SG,2.0
atlanta,Garrison,Mathews,Гаррисон,Мэтьюз,25,SG,2.0
atlanta,Saddiq,Bey,Саддик,Бэй,41,SF,4.6
charlotte,Miles,Bridges,Майлс,Бриджес,0,PF,7.9
charlotte,LaMelo,Ball,Ламело,Болл,1,PG,10.9
charlotte,James,Bouknight,Джеймс,Букнайт,2,SG,4.6
charlotte,Terry,Rozier,Терри,Розир,3,SG,23.2
charlotte,Nick,Richards,Ник,Ричардс,4,C,5.0
charlotte,Mark,Williams,Марк,Уильямс,5,C,3.9
charlotte,Bryce,McGowens,Брайс,Макгауэнс,7,SG,1.7
charlotte,Theo,Maledon,Тео,Маледон,9,PG,TW
charlotte,Cody,Martin,Коди,Мартин,11,SF,7.6
charlotte,Gordon,Hayward,Гордон,Хэйворд,20,SF,31.5
charlotte,JT,Thor,Джейти,Тор,21,PF,1.8
charlotte,Kai,Jones,Кай,Джонс,23,C,3.0
charlotte,P.J.,Washington,Пиджей,Вашингтон,25,PF,16.8
charlotte,RJ,Hunter,Эрджей,Хантер,28,SG,2.2
miami,Josh,Richardson,Джош,Ричардсон,0,SG,2.9
miami,Cheick,Diallo,Шеик,Диалло,00,C,2.3
miami,Bam,Adebayo,Бэм,Адебайо,13,C,32.6
miami,Jimmy,Butler,Джимми,Батлер,22,SF,45.2
miami,Jamal,Cain,Джамал,Кэйн,8,SF,TW
miami,Justin,Champagnie,Джастин,Шэмпени,20,SF,2.0
miami,Jaime,Jaquez Jr.,Хайме,Хакес,11,SF,3.5
miami,Cole,Swider,Коул,Суайдер,21,PF,1.8
miami,Tyler,Herro,Тайлер,Хирро,14,SG,27.0
miami,Haywood,Highsmith,Хэйвуд,Хайсмит,24,SF,1.9
miami,Dru,Smith,Дрю,Смит,9,SG,TW
miami,Drew,Peterson,Дрю,Петерсон,17,SF,1.1
miami,Nikola,Jovic,Никола,Йович,5,SF,2.4
miami,Alondes,Williams,Алондес,Уильямс,15,PG,1.1
miami,Kyle,Lowry,Кайл,Лаури,7,PG,28.3
miami,Caleb,Martin,Калеб,Мартин,16,SF,6.5
miami,RJ,Hampton,Ар Джей,Хэмптон,4,SG,TW
miami,Duncan,Robinson,Данкан,Робинсон,55,SG,18.2
miami,Orlando,Robinson,Орландо,Робинсон,25,PF,1.8
miami,Thomas,Bryant,Томас,Брайант,31,C,2.5
miami,Kevin,Love,Кевин,Лав,42,PF,3.8
orlando,Anthony,Black,Энтони,Блэк,0,SG,7.2
orlando,Jonathan,Isaac,Джонатан,Айзек,1,PF,17.4
orlando,Caleb,Houstan,Калеб,Хьюстан,2,SF,2.0
orlando,Chuma,Okeke,Чума,Окики,3,PF,5.3
orlando,Jalen,Suggs,Джейлен,Саггс,4,PG,7.3
orlando,Paolo,Banchero,Паоло,Банкеро,5,PF,11.6
orlando,Joe,Ingles,Джо,Инглс,7,SF,11.0
orlando,Kevon,Harris,Кевон,Харрис,8,SG,TW
orlando,D.J.,Wilson,Ди Джей,Уилсон,9,PF,2.3
orlando,Mac,McClung,Мэк,Маккланг,10,PG,2.0
orlando,Trevelin,Queen,Тревелин,Куин,12,SG,2.0
orlando,Jett,Howard,Джет,Ховард,13,SF,5.0
orlando,Gary,Harris,Гэри,Харрис,14,SG,13.0
orlando,Markelle,Fultz,Маркелл,Фульц,20,PG,17.0
orlando,Moritz,Wagner,Моритц,Вагнер,21,PF,8.0
orlando,Franz,Wagner,Франц,Вагнер,22,SF,5.5
orlando,Admiral,Schofield,Адмирал,Скофилд,25,SF,TW
orlando,Wendell,Carter Jr.,Уэнделл,Картер,34,C,13.1
orlando,Goga,Bitadze,Гога,Битадзе,35,C,2.1
orlando,Cole,Anthony,Коул,Энтони,50,PG,3.6
washington,Johnny,Davis,Джонни,Дэвис,1,SG,5.1
washington,Tyus,Jones,Тайус,Джонс,5,PG,14.0
washington,Patrick,Baldwin,Патрик,Болдуин,7,SF,2.3
washington,Deni,Avdija,Дэни,Авдия,8,SF,6.3
washington,Ryan,Rollins,Райан,Роллинс,9,SG,1.7
washington,Xavier,Cooks,Ксавьер,Кукс,12,PF,1.7
washington,Jordan,Poole,Джордан,Пул,13,SG,28.0
washington,Jared,Butler,Джаред,Батлер,14,PG,TW
washington,Anthony,Gill,Энтони,Гилл,16,PF,2.0
washington,Landry,Shamet,Лэндри,Шэмет,20,SG,10.3
washington,Daniel,Gafford,Дэниэл,Гэффорд,21,C,12.4
washington,Corey,Kispert,Кори,Кисперт,24,SF,3.7
washington,Kyle,Kuzma,Кайл,Кузма,33,SF,25.6
washington,Mike,Muscala,Майк,Мускала,35,C,3.5
washington,Delon,Wright,Делон,Райт,55,PG,8.2
washington,Taj,Gibson,Тадж,Гибсон,67,PF,2.0
washington,Danilo,Gallinari,Данило,Галлинари,88,PF,6.8
washington,Eugene,Omoruyi,Юджин,Оморуйи,97,SF,TW
denver,Christian,Braun,Кристиан,Браун,0,SG,2.9
denver,Michael,Porter Jr.,Майкл,Портер,1,SF,33.4
denver,Kentavious,Caldwell-Pope,Кентавиус,Колдуэлл-Поуп,5,SG,14.7
denver,DeAndre,Jordan,Деандре,Джордан,6,C,2.0
denver,Reggie,Jackson,Реджи,Джексон,7,PG,5.0
denver,Peyton,Watson,Пейтон,Уотсон,8,SG,2.3
denver,Nikola,Jokic,Никола,Йокич,15,C,47.6
denver,Collin,Gillespie,Коллин,Гиллеспи,21,PG,TW
denver,Zeke,Nnaji,Зик,Ннаджи,22,PF,4.3
denver,Jamal,Murray,Джамал,Мюррэй,27,PG,33.8
denver,Vlatko,Cancar,Влатко,Чанчар,31,SF,2.2
denver,Jay,Huff,Джей,Хафф,34,C,TW
denver,Aaron,Gordon,Аарон,Гордон,50,PF,22.3
denver,Julian,Strawther,Джулиан,Стротер,3,SF,2.4
minnesota,Anthony,Edwards,Энтони,Эдвардс,1,SG,13.5
minnesota,Jaden,McDaniels,Джейден,Макдэниэлс,3,SF,3.9
minnesota,Kyle,Anderson,Кайл,Андерсон,5,SF,9.2
minnesota,Jordan,McLaughlin,Джордан,Маклафлин,6,PG,2.3
minnesota,Wendell,Moore Jr.,Уэнделл,Мур,7,SF,2.4
minnesota,Josh,Minott,Джош,Майнотт,8,SF,1.7
minnesota,Nickeil,Alexander-Walker,Никил,Александр-Уокер,9,SG,4.7
minnesota,Mike,Conley,Майк,Конли,10,PG,24.4
minnesota,Naz,Reid,Наз,Рид,11,C,13.0
minnesota,Daishen,Nix,Дэйшен,Никс,15,PG,2.0
minnesota,Shake,Milton,Шейк,Милтон,18,SG,5.0
minnesota,Tyrese,Martin,Тайриз,Мартин,22,SG,1.8
minnesota,Rudy,Gobert,Руди,Гобер,27,C,41.0
minnesota,Karl-Anthony,Towns,Карл-Энтони,Таунс,32,PF,36.0
minnesota,Matt,Ryan,Мэтт,Райан,37,SF,TW
minnesota,Luka,Garza,Лука,Гарза,55,C,TW
oklahoma,Shai,Gilgeous-Alexander,Шэй,Гилджес-Александер,2,SG,33.4
oklahoma,Josh,Giddey,Джош,Гидди,3,PG,6.6
oklahoma,Luguentz,Dort,Лугенц,Дорт,5,SG,15.3
oklahoma,Jaylin,Williams,Джейлин,Уильямс,6,SG,2.0
oklahoma,Chet,Holmgren,Чет,Холмгрен,7,C,10.4
oklahoma,Jalen,Williams,Джейлен,Уильямс,8,SG,2.0
oklahoma,Jack,White,Джек,Уайт,10,SF,1.8
oklahoma,Isaiah,Joe,Айзейя,Джо,11,SG,2.0
oklahoma,Lindy,Waters,Линди,Уотерс,12,SG,TW
oklahoma,Ousmane,Dieng,Усман,Дженг,13,SF,4.8
oklahoma,Aleksej,Pokusevski,Алексей,Покушевски,17,PF,5.0
oklahoma,Keyontae,Johnson,Кейонтэй,Джонсон,18,SF,TW
oklahoma,Aaron,Wiggins,Аарон,Уиггинс,21,SG,1.8
oklahoma,Cason,Wallace,Кэйсон,Уоллес,22,PG,5.3
oklahoma,Tre,Mann,Тре,Мэнн,23,PG,3.2
oklahoma,Oliver,Sarr,Оливер,Сарр,30,C,TW
oklahoma,Kenrich,Williams,Кенрик,Уильямс,34,SF,6.2
oklahoma,Jeremiah,Robinson-Earl,Джеремайя,Робинсон-Эрл,50,PF,1.9
portland,Scoot,Henderson,Скут,Хендерсон,00,PG,9.8
portland,Anfernee,Simons,Анферни,Саймонс,1,SG,24.1
portland,Moses,Brown,Мозес,Браун,2,C,2.0
portland,Matisse,Thybulle,Матисс,Тайбулл,4,SG,10.5
portland,Kris,Murray,Крис,Мюррей,8,PF,2.8
portland,Jerami,Grant,Джерами,Грант,9,PF,27.6
portland,Kevin,Knox II,Кевин,Нокс,11,SF,2.0
portland,Shaedon,Sharpe,Шэйдон,Шарп,17,SG,6.3
portland,Toumani,Camara,Тумани,Камара,20,PF,1.1
portland,John,Butler,Джон,Батлер,21,PF,TW
portland,Deandre,Ayton,Деандре,Эйтон,22,C,32.5
portland,Justin,Minaya,Джастин,Минайя,24,SF,1.8
portland,Jabari,Walker,Джабари,Уокер,34,PF,1.7
portland,Ibou,Badji,Ибу,Баджи,41,C,TW
portland,Rayan,Rupert,Райан,Рупер,72,SG,1.1
utah,Taylor,Hendricks,Тэйлор,Хендрикс,0,PF,5.6
utah,Jordan,Clarkson,Джордан,Кларксон,00,SG,23.5
utah,Collin,Sexton,Коллин,Секстон,2,PG,17.3
utah,Keyonte,George,Кейонте,Джордж,3,SG,3.9
utah,Talen,Horton-Tucker,Тэйлен,Хортон-Такер,5,SG,11.0
utah,Brice,Sensabaugh,Брайс,Сенсабо,8,SF,2.4
utah,Joey,Hauser,Джоуи,Хаузер,10,PF,TW
utah,Kris,Dunn,Крис,Данн,11,PG,2.6
utah,Romeo,Langford,Ромео,Лэнгфорд,15,SG,2.1
utah,Simone,Fontecchio,Симоне,Фонтеккьо,16,SF,3.0
utah,Luka,Samanic,Лука,Шаманич,19,PF,2.1
utah,John,Collins,Джонн,Коллинз,20,PF,25.3
utah,Lauri,Markkanen,Лаури,Маркканен,23,PF,17.3
utah,Walker,Kessler,Уокер,Кесслер,24,C,2.8
utah,Micah,Potter,Майка,Поттер,25,PF,TW
utah,Ochai,Agbaji,Очаи,Агбаджи,30,SF,4.1
utah,Johnny,Juzang,Джонни,Джузэнг,33,SG,TW
utah,Kelly,Olynyk,Келли,Олиник,41,PF,12.2
utah,Omer,Yurtseven,Омер,Юртсевен,77,C,2.8
golden_state,Gary,Payton,Гэри,Пэйтон,0,SG,8.7
golden_state,Jonathan,Kuminga,Джонатан,Куминга,00,PF,6.0
golden_state,Cory,Joseph,Кори,Джозеф,1,PG,2.0
golden_state,Brandin,Podziemski,Брэндин,Подземски,2,SG,3.4
golden_state,Chris,Paul,Крис,Пол,3,PG,30.8
golden_state,Moses,Moody,Мозес,Муди,4,SG,3.9
golden_state,Kevon,Looney,Кевон,Луни,5,C,7.5
golden_state,Donovan,Williams,Донован,Уильямс,8,SG,1.8
golden_state,Klay,Thompson,Клэй,Томпсон,11,SG,43.2
golden_state,Usman,Garuba,Усман,Гаруба,12,C,TW
golden_state,Rodney,McGruder,Родни,Макгрудер,19,SG,2.7
golden_state,Dario,Saric,Дарио,Шарич,20,PF,2.0
golden_state,Kendric,Davis,Кендрик,Дэвис,21,SG,1.1
golden_state,Andrew,Wiggins,Эндрю,Уиггинс,22,SF,24.3
golden_state,Draymond,Green,Дрэймонд,Грин,23,PF,22.3
golden_state,Lester,Quinones,Лестер,Киньонес,25,SG,TW
golden_state,Stephen,Curry,Стефен,Карри,30,PG,51.9
golden_state,Trayce,Jackson-Davis,Трэйс,Джексон-Девис,32,PF,1.1
golden_state,Rudy,Gay,Руди,Гэй,33,PF,2.0
lac,Russell,Westbrook,Раселл,Уэстбрук,0,PG,3.8
lac,Kawhi,Leonard,Кавай,Ленард,2,SF,45.6
lac,Brandon,Boston Jr.,Брэндон,Бостон,4,SG,1.8
lac,Bones,Hyland,Боунс,Хайлэнд,5,PG,2.3
lac,Kenyon,Martin Jr.,Кеньон,Мартин,6,SF,1.9
lac,Amir,Coffey,Амир,Коффи,7,SG,3.7
lac,Marcus,Morris Sr.,Маркус,Моррис,8,PF,17.1
lac,Joshua,Prima,Джошуа,Прима,11,SG,TW
lac,Paul,George,Пол,Джордж,13,SG,45.6
lac,Terance,Mann,Терэнс,Мэнн,14,SF,10.6
lac,Xavier,Moon,Ксавьер,Мун,15,SG,2.0
lac,Robert,Covington,Роберт,Ковингтон,23,PF,11.7
lac,Norman,Powell,Норман,Пауэлл,24,SF,18.0
lac,Moussa,Diabate,Мусса,Диабате,25,C,TW
lac,Nicolas,Batum,Николя,Батюм,33,PF,11.7
lac,Ivica,Zubac,Ивица,Зубац,40,C,10.9
lac,Mason,Plumlee,Мэйсон,Пламли,44,C,5.0
lac,Brodric,Thomas,Бродрик,Томас,97,SG,2.0
lal,Jalen,Hood-Schifino,Джейлен,Худ-Шифино,0,SG,3.7
lal,D'Angelo,Russell,ДиАнжело,Раселл,1,PG,17.3
lal,Jarred,Vanderbilt,Джарред,Вандербилт,2,PF,4.7
lal,Anthony,Davis,Энтони,Дэвис,3,PF,40.6
lal,Cam,Reddish,Кэм,Рэддиш,5,SF,2.2
lal,Gabe,Vincent,Гэйб,Винсент,7,PG,10.5
lal,Max,Christie,Макс,Кристи,10,SG,1.7
lal,Jaxson,Hayes,Джексон,Хэйс,11,C,2.2
lal,Taurean,Prince,Торин,Принс,12,SF,4.5
lal,Austin,Reaves,Остин,Ривз,15,SG,12.0
lal,Maxwell,Lewis,Максвелл,Льюис,21,SF,1.1
lal,LeBron,James,Леброн,Джеймс,23,SF,47.6
lal,Rui,Hachimura,Руй,Хатимура,28,PF,15.7
lal,Christian,Wood,Кристиан,Вуд,35,C,2.7
phoenix,Jordan,Goodwin,Джордан,Гудвин,0,PG,1.9
phoenix,Devin,Booker,Девин,Букер,1,SG,36.0
phoenix,Josh,Okogie,Джош,Окоги,2,SF,2.8
phoenix,Bradley,Beal,Брэдли,Бил,3,PG,46.7
phoenix,Grayson,Allen,Грэйсон,Аллен,3,SG,8.9
phoenix,Chimezie,Metu,Чимези,Мету,4,PF,2.0
phoenix,Keon,Johnson,Кеон,Джонсон,6,SG,2.8
phoenix,Damion,Lee,Дэмион,Ли,10,SG,2.5
phoenix,Nassir,Little,Нассир,Литтл,10,SF,6.3
phoenix,Bol,Bol,Бол,Бол,11,C,2.0
phoenix,Ish,Wainright,Ишмаил,Уэйнрайт,12,PF,1.9
phoenix,Drew,Eubanks,Дрю,Юбэнкс,14,C,2.3
phoenix,Yuta,Watanabe,Юта,Ватанабе,18,SF,2.3
phoenix,Udoka,Azubuike,Удока,Азубуйке,20,C,TW
phoenix,Keita,Bates-Diop,Кейта,Бэйтс-Диоп,21,SF,2.3
phoenix,Eric,Gordon,Эрик,Гордон,23,SG,3.2
phoenix,Jusuf,Nurkic,Юсуф,Нуркич,27,C,16.9
phoenix,Kevin,Durant,Кевин,Дюрант,35,SF,47.6
phoenix,Saben,Lee,Сэйбен,Ли,38,PG,TW
sacramento,Malik,Monk,Малик,Монк,0,SG,9.9
sacramento,JaVale,McGee,Джавейл,Макги,00,C,2.0
sacramento,Chris,Duarte,Крис,Дуарте,3,SG,4.1
sacramento,Jaylen,Nowell,Джейлен,Науэлл,4,SG,2.1
sacramento,De'Aaron,Fox,Де’Аарон,Фокс,5,PG,32.6
